event_id,brightness,frp,confidence,day_night,distance_to_industrial,distance_to_refinery,distance_to_powerplant,distance_to_mine,distance_to_gas_facility,distance_to_road,near_industrial_facility,near_refinery,near_powerplant,near_mine,near_gas_facility,forest_pct,cropland_pct,grassland_pct,builtup_pct,water_pct,detections_7d,detections_30d,detections_90d,mean_frp_30d,max_frp_30d,mean_brightness_30d,days_active_30d,persistence_score,frp_deviation,frp_ratio,brightness_deviation,brightness_ratio,osm_query_status,data_quality_flags,candidate_label,verified_label,verification_status
SYN_IND_001,348.43,38.54,50.0,day,1.8302,,1.1826,,,0.9021,1.0,0.0,1.0,0.0,0.0,20.03,8.96,48.48,17.44,5.08,1,16,24,36.1356,65.2053,341.5055,16,0.5333,2.4044,1.088,6.9245,1.0142,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_012,347.02,43.9,50.0,day,3.2731,0.9099,3.2341,,,0.657,1.0,1.0,1.0,0.0,0.0,9.02,18.22,29.44,38.16,5.15,3,25,61,36.0027,44.71,340.9412,14,0.4667,7.8973,1.4925,6.0788,1.0094,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_013,343.82,42.3,50.0,night,4.2191,,,,,1.0908,0.0,0.0,0.0,0.0,0.0,24.77,13.92,11.59,48.84,0.89,5,21,22,25.7443,38.8452,346.5502,17,0.5667,16.5557,0.9158,-2.7302,1.0113,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_014,345.17,22.19,80.0,night,3.4902,,3.8965,,,0.2043,1.0,0.0,1.0,0.0,0.0,17.23,1.8,28.68,46.34,5.95,1,32,41,15.5356,27.95,339.7467,15,0.5,6.6544,1.4696,5.4233,1.0291,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_015,335.83,8.26,50.0,night,3.8578,,3.7636,,,1.3953,0.0,0.0,1.0,0.0,0.0,24.3,0.87,32.55,40.82,1.46,1,11,52,9.2647,15.4444,338.8947,7,0.2333,-1.0047,0.7897,-3.0647,1.0361,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_016,339.44,20.73,50.0,night,0.3799,,4.0713,,,1.0789,1.0,0.0,1.0,0.0,0.0,9.62,38.54,19.11,26.72,6.0,7,23,35,20.7443,25.5283,343.7383,17,0.5667,-0.0143,0.9212,-4.2983,1.022,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_017,351.09,38.51,80.0,day,1.5333,,1.2962,,,0.4532,1.0,0.0,1.0,0.0,0.0,22.78,17.75,29.27,26.36,3.84,4,12,61,38.965,53.9796,343.5588,5,0.1667,-0.455,1.0266,7.5312,1.0127,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_018,340.19,34.91,50.0,night,2.353,,,,,0.8463,1.0,0.0,0.0,0.0,0.0,12.61,13.45,36.12,31.38,6.44,8,23,29,33.2533,52.1494,342.5883,22,0.7333,1.6567,0.933,-2.3983,1.0454,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_019,346.37,13.45,50.0,night,1.126,,1.9614,,,1.1269,1.0,0.0,1.0,0.0,0.0,31.37,10.22,47.03,9.96,1.41,5,14,52,11.5057,22.5809,351.311,5,0.1667,1.9443,1.3449,-4.941,0.998,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_020,350.82,41.15,50.0,night,0.8899,,1.4139,,,1.2626,1.0,0.0,1.0,0.0,0.0,19.53,17.29,22.0,40.36,0.83,4,22,63,26.9958,48.047,348.4591,13,0.4333,14.1542,1.0724,2.3609,0.9836,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_021,339.16,50.63,50.0,day,1.8177,,,,,0.172,1.0,0.0,0.0,0.0,0.0,19.85,15.16,40.61,19.16,5.21,7,30,55,43.371,68.768,335.5599,11,0.3667,7.259,1.41,3.6001,1.0134,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_022,352.68,48.04,50.0,night,3.0059,,,,,0.8205,1.0,0.0,0.0,0.0,0.0,35.42,18.26,28.87,15.73,1.72,3,8,27,29.6588,57.3813,350.5067,3,0.1,18.3812,0.9268,2.1733,1.0239,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_023,335.17,21.07,50.0,night,4.4305,,,,,1.3598,0.0,0.0,0.0,0.0,0.0,18.42,15.31,34.25,31.35,0.67,6,22,61,20.7997,35.1243,339.7776,14,0.4667,0.2703,1.5361,-4.6076,0.9959,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_024,351.88,43.25,50.0,day,2.7652,,,,,0.7242,1.0,0.0,0.0,0.0,0.0,22.82,1.83,21.98,49.37,4.0,7,23,35,50.8537,57.6312,348.7251,22,0.7333,-7.6037,0.6938,3.1549,0.9798,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_025,350.53,41.52,50.0,night,4.7013,1.3209,,,,1.2943,0.0,1.0,0.0,0.0,0.0,34.73,1.13,45.81,13.18,5.15,8,27,53,31.8193,59.4226,347.0544,21,0.7,9.7007,1.418,3.4756,0.9969,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_026,348.58,26.66,50.0,night,0.4799,,,,,1.2208,1.0,0.0,0.0,0.0,0.0,13.5,3.39,20.53,57.83,4.75,8,13,62,27.1039,39.3855,352.4789,11,0.3667,-0.4439,1.0972,-3.8989,0.9821,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_027,343.4,11.16,50.0,day,2.294,,,,,1.4409,1.0,0.0,0.0,0.0,0.0,8.57,20.26,27.89,41.51,1.78,3,23,65,10.8328,19.1533,343.0797,22,0.7333,0.3272,1.2381,0.3203,0.9969,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_028,340.55,23.16,50.0,night,2.0529,,,,,0.6857,1.0,0.0,0.0,0.0,0.0,16.99,15.39,37.63,24.3,5.68,7,15,41,23.0099,27.421,341.038,7,0.2333,0.1501,1.5098,-0.488,1.0161,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_029,344.96,9.68,80.0,day,1.012,2.0929,,,,0.5032,1.0,1.0,0.0,0.0,0.0,29.12,3.45,29.5,24.73,13.21,2,20,69,8.4786,12.5055,336.9816,10,0.3333,1.2014,0.7509,7.9784,1.0476,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_030,335.03,31.88,50.0,day,2.7759,,1.9932,,,0.4016,1.0,0.0,1.0,0.0,0.0,8.21,8.91,39.67,34.85,8.35,1,21,45,35.0071,43.2481,327.6459,13,0.4333,-3.1271,0.7744,7.3841,1.0527,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_031,335.21,16.85,50.0,day,0.9974,,,,,1.2817,1.0,0.0,0.0,0.0,0.0,24.69,4.87,52.5,10.25,7.7,7,35,45,20.9472,31.6096,335.0545,16,0.5333,-4.0972,1.5362,0.1555,1.0025,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_032,353.7,22.96,50.0,night,1.5663,,0.9104,,,0.5524,1.0,0.0,1.0,0.0,0.0,33.32,24.4,21.0,12.8,8.48,3,31,35,23.32,28.297,347.5683,28,0.9333,-0.36,1.2738,6.1317,0.9856,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_033,346.67,54.61,50.0,day,4.377,3.6406,,,,0.8275,0.0,1.0,0.0,0.0,0.0,2.15,19.03,25.23,50.45,3.14,6,17,69,33.4602,54.7457,341.6766,15,0.5,21.1498,1.4365,4.9934,0.9928,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_034,349.05,34.02,50.0,night,4.3504,,,,,0.6579,0.0,0.0,0.0,0.0,0.0,30.91,15.14,10.31,39.68,3.96,1,34,62,29.8187,51.1189,342.9919,28,0.9333,4.2013,1.5154,6.0581,0.9861,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_035,339.59,48.37,80.0,day,2.6205,,,,,0.7997,1.0,0.0,0.0,0.0,0.0,20.81,11.36,30.93,36.21,0.69,8,29,58,56.0448,66.6864,334.2472,27,0.9,-7.6748,1.3192,5.3428,0.9721,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_036,357.52,25.73,50.0,night,1.2531,,,,,0.6433,1.0,0.0,0.0,0.0,0.0,14.25,4.5,43.25,35.13,2.88,4,18,58,18.3715,31.5274,353.9332,7,0.2333,7.3585,1.5094,3.5868,0.9919,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_037,337.28,43.41,50.0,day,0.813,,,,,0.4262,1.0,0.0,0.0,0.0,0.0,34.98,17.85,31.06,11.59,4.52,1,32,41,35.0033,62.5972,340.6772,15,0.5,8.4067,1.4615,-3.3972,1.0586,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_038,357.59,52.79,50.0,day,2.0246,3.4603,,,,0.8364,1.0,1.0,0.0,0.0,0.0,7.99,31.79,28.18,24.78,7.26,6,22,58,45.3929,66.472,359.4702,11,0.3667,7.3971,1.3451,-1.8802,0.9886,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_039,356.66,13.67,50.0,day,2.9934,1.9475,,,,0.4056,1.0,1.0,0.0,0.0,0.0,22.47,6.54,33.77,33.81,3.41,2,28,42,9.745,18.9639,360.2039,13,0.4333,3.925,1.3496,-3.5439,1.0166,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_IND_040,346.28,32.9,50.0,day,0.6147,,,,,1.4321,1.0,0.0,0.0,0.0,0.0,11.26,10.31,51.15,26.88,0.41,1,18,26,27.1449,44.7162,344.3252,17,0.5667,5.7551,1.0104,1.9548,1.0179,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,0,0,synthetic
SYN_WF_001,343.31,27.24,50.0,day,3.1105,,,,,3.2031,0.0,0.0,0.0,0.0,0.0,68.81,9.14,16.77,2.9,2.38,1,1,1,11.5776,17.5087,337.2929,0,0.0,15.6624,2.3528,6.0171,1.0178,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_002,342.26,16.05,80.0,day,4.5401,,,,,3.0259,0.0,0.0,0.0,0.0,0.0,78.42,5.98,4.7,5.92,4.98,0,1,7,4.1385,7.0648,340.2457,1,0.0333,11.9115,3.8782,2.0143,1.0059,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_003,339.16,12.0,50.0,day,4.9521,,,,,0.3368,0.0,0.0,0.0,0.0,0.0,62.63,3.95,24.81,5.38,3.22,0,2,7,4.164,7.2893,333.9536,2,0.0667,7.836,2.8818,5.2064,1.0156,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_004,349.02,32.76,80.0,night,3.7911,,,,,0.4237,0.0,0.0,0.0,0.0,0.0,71.02,3.43,21.96,2.07,1.52,0,1,4,11.2003,24.9061,344.1627,1,0.0333,21.5597,2.9249,4.8573,1.0141,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_005,359.28,22.25,50.0,day,3.7281,,,,,3.1363,0.0,0.0,0.0,0.0,0.0,66.22,1.47,28.58,0.99,2.74,0,1,5,3.0077,5.3152,351.1317,0,0.0,19.2423,7.3977,8.1483,1.0232,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_006,334.11,31.44,80.0,day,4.652,,,,,2.8986,0.0,0.0,0.0,0.0,0.0,72.22,1.14,21.59,2.02,3.03,0,2,4,14.1686,30.8216,330.9805,2,0.0667,17.2714,2.219,3.1295,1.0095,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_007,344.77,14.55,50.0,day,2.715,,,,,0.6994,0.0,0.0,0.0,0.0,0.0,62.91,5.65,24.94,5.85,0.65,1,4,5,6.3948,14.9485,342.4584,2,0.0667,8.1552,2.2753,2.3116,1.0068,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_008,360.93,13.5,50.0,day,4.3368,,,,,2.0258,0.0,0.0,0.0,0.0,0.0,70.2,8.45,21.02,0.13,0.2,1,4,6,5.0294,8.7725,351.9263,2,0.0667,8.4706,2.6842,9.0037,1.0256,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_009,359.45,27.89,50.0,day,3.2869,,,,,2.0179,0.0,0.0,0.0,0.0,0.0,89.41,0.01,5.18,1.23,4.17,1,3,8,20.1928,36.568,343.0687,0,0.0,7.6972,1.3812,16.3813,1.0477,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_010,362.94,8.32,50.0,day,4.1988,,,,,0.8279,0.0,0.0,0.0,0.0,0.0,77.96,7.96,11.85,1.38,0.85,2,3,4,4.3189,5.493,341.057,1,0.0333,4.0011,1.9264,21.883,1.0642,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_011,341.47,29.81,50.0,night,2.7496,,,,,0.4652,0.0,0.0,0.0,0.0,0.0,66.53,1.93,21.94,5.62,3.98,0,0,8,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_012,364.89,7.72,50.0,day,3.9422,,,,,2.841,0.0,0.0,0.0,0.0,0.0,58.99,6.65,27.29,2.75,4.32,2,2,5,4.8572,6.6372,340.5605,2,0.0667,2.8628,1.5894,24.3295,1.0714,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_013,339.18,10.03,20.0,day,3.5217,,,,,1.5672,0.0,0.0,0.0,0.0,0.0,66.38,9.94,20.77,1.74,1.17,0,1,5,5.3202,10.9403,333.9806,1,0.0333,4.7098,1.8853,5.1994,1.0156,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_014,343.26,19.48,50.0,day,4.3078,,,,,1.4229,0.0,0.0,0.0,0.0,0.0,65.47,10.78,18.28,1.53,3.93,2,2,9,11.418,14.482,340.6466,0,0.0,8.062,1.7061,2.6134,1.0077,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_015,345.56,42.03,80.0,day,3.201,,,,,2.0131,0.0,0.0,0.0,0.0,0.0,57.68,12.76,24.15,3.09,2.32,1,2,2,13.1278,30.7505,335.0587,1,0.0333,28.9022,3.2016,10.5013,1.0313,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_016,351.08,16.54,50.0,day,3.8412,,,,,3.3824,0.0,0.0,0.0,0.0,0.0,74.72,1.86,18.06,2.46,2.9,1,3,5,11.2978,20.6331,340.7686,0,0.0,5.2422,1.464,10.3114,1.0303,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_017,364.43,29.68,50.0,day,2.796,,,,,2.8022,0.0,0.0,0.0,0.0,0.0,82.92,3.59,9.1,4.29,0.1,0,0,9,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_018,347.84,32.91,50.0,day,4.0468,,,,,0.2363,0.0,0.0,0.0,0.0,0.0,78.28,3.02,17.01,0.82,0.88,1,2,3,25.0991,43.3334,342.8141,0,0.0,7.8109,1.3112,5.0259,1.0147,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_019,364.18,9.15,80.0,night,3.5726,,,,,1.5657,0.0,0.0,0.0,0.0,0.0,59.61,15.22,18.85,6.12,0.2,1,1,5,6.9009,8.6858,360.1164,0,0.0,2.2491,1.3259,4.0636,1.0113,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_020,359.8,10.58,50.0,night,3.8372,,,,,3.2135,0.0,0.0,0.0,0.0,0.0,77.11,5.75,12.63,0.34,4.17,0,1,8,4.563,11.1962,332.6212,0,0.0,6.017,2.3187,27.1788,1.0817,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_021,360.75,33.61,80.0,night,4.8585,,,,,0.5316,0.0,0.0,0.0,0.0,0.0,73.37,5.81,13.36,4.0,3.46,2,2,8,13.9026,23.6656,340.396,1,0.0333,19.7074,2.4175,20.354,1.0598,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_022,345.53,9.5,50.0,day,4.8267,,,,,2.1816,0.0,0.0,0.0,0.0,0.0,76.05,4.03,10.55,7.96,1.42,1,1,6,7.4951,11.2971,330.6646,1,0.0333,2.0049,1.2675,14.8654,1.045,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_023,337.92,8.47,50.0,day,3.843,,,,,2.2284,0.0,0.0,0.0,0.0,0.0,60.12,8.18,22.74,4.77,4.19,0,0,3,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_024,340.23,23.08,20.0,day,3.8512,,,,,0.7215,0.0,0.0,0.0,0.0,0.0,67.81,9.11,19.61,2.45,1.03,0,0,7,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_025,338.4,42.53,50.0,day,3.7989,,,,,1.8279,0.0,0.0,0.0,0.0,0.0,65.3,5.82,24.81,2.38,1.68,0,4,8,10.0725,20.436,330.3253,2,0.0667,32.4575,4.2224,8.0747,1.0244,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_026,364.4,24.29,20.0,day,3.5555,,,,,2.3038,0.0,0.0,0.0,0.0,0.0,75.25,7.05,11.43,3.94,2.32,0,1,4,14.0399,34.3804,342.0176,1,0.0333,10.2501,1.7301,22.3824,1.0654,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_027,346.6,37.67,50.0,day,3.0387,,,,,2.6337,0.0,0.0,0.0,0.0,0.0,69.73,10.25,10.04,5.1,4.88,0,3,6,28.9433,40.5423,332.8859,0,0.0,8.7267,1.3015,13.7141,1.0412,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_028,342.32,26.65,20.0,day,2.938,,,,,1.3161,0.0,0.0,0.0,0.0,0.0,85.37,4.15,7.89,1.95,0.65,1,3,8,4.2811,7.815,338.0724,2,0.0667,22.3689,6.225,4.2476,1.0126,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_029,356.94,37.79,50.0,night,3.402,,,,,0.6996,0.0,0.0,0.0,0.0,0.0,77.41,3.34,13.44,4.35,1.46,0,0,2,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_030,347.04,17.82,50.0,day,4.825,,,,,1.793,0.0,0.0,0.0,0.0,0.0,64.89,10.34,19.05,2.65,3.07,0,0,8,,,,1,0.0333,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_031,358.33,23.98,50.0,day,3.7358,,,,,1.485,0.0,0.0,0.0,0.0,0.0,72.92,10.21,15.41,0.55,0.92,0,0,7,,,,0,0.0,0.0,1.0,0.0,1.0,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
SYN_WF_032,364.83,40.04,20.0,day,3.1702,,,,,2.1614,0.0,0.0,0.0,0.0,0.0,82.11,6.15,9.75,1.36,0.63,0,4,5,30.5599,52.6774,357.3842,3,0.1,9.4801,1.3102,7.4458,1.0208,industrial:ok; refinery:not_found; powerplant:not_found; mine:not_found; gas_facility:not_found; road:ok,synthetic,1,1,synthetic
